"COUNTRY","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,709.569,,
"FIN","Finland","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,686.153,,
"FIN","Finland","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,681.791,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3471.016,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1991","1991","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3482.414,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1992","1992","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3590.685,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1993","1993","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3612.707,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1994","1994","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3579.507,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1995","1995","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3610.815,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1996","1996","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3748.6,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1997","1997","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3712.258,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1998","1998","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3806.461,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","1999","1999","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3776.113,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2000","2000","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3833.252,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2001","2001","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3881.616,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2002","2002","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3745.622,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2003","2003","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3706.645,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2004","2004","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4222.029,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2005","2005","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4209.654,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2006","2006","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4130.107,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2007","2007","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4032.569,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2008","2008","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4119.771,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2009","2009","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4206.376,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2010","2010","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4121.208,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2011","2011","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4140.977,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2012","2012","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4014.123,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2013","2013","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4247.675,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2014","2014","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4185.48,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2015","2015","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4211.531,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2016","2016","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4086.608,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4003.298,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4082.851,,
"FRA","France","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,4050.379,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2422.206,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1991","1991","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2695.868,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1992","1992","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2643.516,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1993","1993","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1999.785,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1994","1994","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2037.473,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1995","1995","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1979.932,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1996","1996","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2040.957,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1997","1997","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2031.291,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1998","1998","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2051.487,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","1999","1999","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,269.514,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2000","2000","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,289.985,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2001","2001","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,271.424,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2002","2002","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,265.616,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2003","2003","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,186.795,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2004","2004","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,199.683,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2005","2005","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,200.231,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2006","2006","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,231.008,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2007","2007","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,356.793,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2008","2008","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,345.706,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2009","2009","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,404.057,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2010","2010","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1287.209,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2011","2011","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1326.904,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2012","2012","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1317.365,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2013","2013","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1256.662,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2014","2014","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1514.097,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2015","2015","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1451.127,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2016","2016","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1497.872,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1417.927,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3509.406,,
"DEU","Germany","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,3555.01,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1026.031,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1991","1991","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1096.966,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1992","1992","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1055.639,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1993","1993","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1066.634,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1994","1994","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1076.358,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1995","1995","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1004.412,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1996","1996","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1049.885,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1997","1997","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1061.104,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1998","1998","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1081.911,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","1999","1999","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1079.536,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2000","2000","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1108.641,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2001","2001","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1110.032,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2002","2002","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1157.06,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2003","2003","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1246.661,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2004","2004","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1108.197,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2005","2005","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1145.285,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2006","2006","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1172.581,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2007","2007","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1095.82,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2008","2008","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1089.438,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2009","2009","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,872.8,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2010","2010","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,798.428,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2011","2011","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,667.211,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2012","2012","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,284.451,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2013","2013","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,293.016,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2014","2014","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,255.98,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2015","2015","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,257.876,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2016","2016","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,270.717,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,291.223,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,263.528,,
"GRC","Greece","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,277.456,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,1130.626,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1991","1991","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,954.665,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1992","1992","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,753.759,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1993","1993","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,667.999,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1994","1994","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,679.841,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1995","1995","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,661.098,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1996","1996","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,706.925,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1997","1997","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,689.466,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1998","1998","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,706.412,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","1999","1999","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,719.024,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2000","2000","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,666.917,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2001","2001","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,630.049,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2002","2002","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,650.833,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2003","2003","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,613.432,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2004","2004","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,584.113,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2005","2005","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,558.184,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2006","2006","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,547.919,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2007","2007","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,501.348,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2008","2008","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,529.916,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2009","2009","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,444.433,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2010","2010","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,490.953,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2011","2011","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,485.94,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2012","2012","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,401.155,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2013","2013","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,524.414,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2014","2014","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,596.683,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2015","2015","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,580.526,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2016","2016","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,644.446,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,605.989,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,644.479,,
"HUN","Hungary","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,672.451,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,30.544,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1991","1991","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,32.516,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1992","1992","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,32.474,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1993","1993","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,32.717,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1994","1994","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,31.819,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1995","1995","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,33.042,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1996","1996","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,33.223,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1997","1997","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,33.63,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1998","1998","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,33.443,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","1999","1999","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,33.687,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2000","2000","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,34.365,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2001","2001","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,34.509,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2002","2002","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,31.872,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2003","2003","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,31.227,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2004","2004","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,32.187,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2005","2005","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,31.466,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2006","2006","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,32.488,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2007","2007","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,41.434,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2008","2008","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,40.943,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2009","2009","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,40.332,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2010","2010","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,39.12,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2011","2011","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,40.37,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2012","2012","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,40.776,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2013","2013","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,41.268,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2014","2014","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,42.314,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2015","2015","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,42.108,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2016","2016","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,42.439,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,41.514,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,42.873,,
"ISL","Iceland","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,43.674,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,248.61,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1991","1991","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,257.782,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1992","1992","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,262.812,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1993","1993","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,264.861,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1994","1994","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,296.331,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1995","1995","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,335.01,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1996","1996","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,280.009,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1997","1997","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,290.212,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1998","1998","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,291.101,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","1999","1999","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,300.373,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2000","2000","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,312.539,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2001","2001","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,318.601,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2002","2002","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,319.619,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2003","2003","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,320.636,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2004","2004","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,309.702,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2005","2005","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,331.551,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2006","2006","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,317.547,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2007","2007","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,299.657,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2008","2008","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,320.324,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2009","2009","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,278.738,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2010","2010","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,266.242,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2011","2011","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,257.098,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2012","2012","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,247.246,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2013","2013","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,220.781,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2014","2014","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,202.812,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2015","2015","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,197.142,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2016","2016","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,204.604,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2017","2017","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,210.292,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2018","2018","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,220.575,,
"IRL","Ireland","TOTENERGYAG","Direct on-farm energy consumption ","2019","2019","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,219.381,,
"ITA","Italy","TOTENERGYAG","Direct on-farm energy consumption ","1990","1990","TOE","Tonnes of oil equivalent (toe)","3","Thousands",,,2908.138,,
